aammes,titulo,url,status_http,formato,coletado_em
201501,HTMLjan - Cesta básica aumenta em quase todas as capitais,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica201501.html,200,html,2026-09-18 05:52:37
201412,HTMLdez - Valor da cesta básica aumenta em 17 capitais em 2014,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica201412.html,200,html,2026-09-18 05:52:48
201411,HTMLnov - Cesta Básica tem aumento em 12 cidades,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica201411.html,200,html,2026-09-18 05:52:58
201410,HTMLout - Valor da Cesta Básica aumenta em 12 cidades,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica201410.html,200,html,2026-09-18 05:53:09
201409,HTMLset - Preço da carne sobe em todas as capitais,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica201409.html,200,html,2026-09-18 05:53:19
201408,"HTMLago - Pelo segundo mês consecutivo, valor da cesta básica recua em todas as capitais",https://www.dieese.org.br/analisecestabasica/analiseCestaBasica201408.html,200,html,2026-09-18 05:53:30
201407,HTMLjul - Valor da cesta básica recua em todas capitais,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica201407.html,200,html,2026-09-18 05:53:41
201406,HTMLjun - Valor da cesta básica recua em 10 capitais,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica201406.html,200,html,2026-09-18 05:53:51
201405,HTMLmai - Valor da cesta básica aumenta em 15 capitais,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica201405.html,200,html,2026-09-18 05:54:02
201404,HTMLabr - Cesta básica: preços aumentam em 17 capitais,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica201404.html,200,html,2026-09-18 05:54:13
201403,HTMLmar - Cesta básica: preços aumentam em 16 capitais,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica201403.html,200,html,2026-09-18 05:54:23
201402,HTMLfev - Custo da cesta aumenta em metade das capitais pesquisadas,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica201402.html,200,html,2026-09-18 05:54:34
201401,HTMLjan - Preço da cesta sobe em nove cidades e cai em outras nove,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica201401.html,200,html,2026-09-18 05:54:44
201312,HTMLdez - Valor da cesta básica aumenta em todas as capitais em 2013,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica201312.html,200,html,2026-09-18 05:54:55
201311,HTMLnov - Preço da cesta básica aumenta em 15 capitais,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica201311.html,200,html,2026-09-18 05:55:06
201310,HTMLout - Cesta básica aumenta em 15 cidades,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica201310.html,200,html,2026-09-18 05:55:16
201309,HTMLset - Cesta básica mais barata em 14 cidades,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica201309.html,200,html,2026-09-18 05:55:27
201308,HTMLago - Cesta básica mais barata em 13 cidades,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica201308.html,200,html,2026-09-18 05:55:37
201307,HTMLjul - Queda do preço da Cesta básica é observada em todas as capitais,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica201307.html,200,html,2026-09-18 05:55:48
201306,HTMLjun - Cesta básica mais barata em 10 capitais,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica201306.html,200,html,2026-09-18 05:55:59
201305,HTMLmai - Cesta básica mais barata em 12 cidades,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica201305.html,200,html,2026-09-18 05:56:09
201304,HTMLabr - Preços aumentam em 12 capitais,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica201304.html,200,html,2026-09-18 05:56:20
201303,HTMLmar - Preços aumentam em 16 capitais,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica201303.html,200,html,2026-09-18 05:56:31
201302,HTMLfev - Cesta básica mantém tendência de alta,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica201302.html,200,html,2026-09-18 05:56:41
201301,HTMLjan - Cesta básica aumenta em todas capitais em janeiro,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica201301.html,200,html,2026-09-18 05:56:52
201212,HTMLdez - Cesta básica aumenta em todas capitais em 2012,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica201212.html,200,html,2026-09-18 05:57:03
201211,HTMLnov - Cesta básica mais barata em 13 capitais,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica201211.html,200,html,2026-09-18 05:57:14
201210,HTMLout - Nove cidades têm alta no preço da cesta,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica201210.html,200,html,2026-09-18 05:57:24
201209,HTMLset - Preço da cesta básica sobe em nove capitais,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica201209.html,200,html,2026-09-18 05:57:35
201208,HTMLago - Preços da cesta apresentam alta em 15 capitais,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica201208.html,200,html,2026-09-18 05:57:46
201207,HTMLjul - Cesta Básica aumenta em todas as capitais,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica201207.html,200,html,2026-09-18 05:57:56
201206,HTMLjun - Preço da Cesta cai só em 3 capitais,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica201206.html,200,html,2026-09-18 05:58:07
201205,HTMLmai - Preço da cesta sobe em 15 capitais,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica201205.html,200,html,2026-09-18 05:58:17
201204,HTMLabr - Alimentos básicos voltam a subir na maioria das capitais,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica201204.html,200,html,2026-09-18 05:58:28
201203,HTMLmar - Alimentos básicos têm queda em 11 capitais,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica201203.html,200,html,2026-09-18 05:58:39
201202,HTMLfev - Doze cidades têm queda no preço da cesta básica,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica201202.html,200,html,2026-09-18 05:58:49
201201,"HTMLjan - Em janeiro, preço da cesta só cai em duas capitais",https://www.dieese.org.br/analisecestabasica/analiseCestaBasica201201.html,200,html,2026-09-18 05:59:00
201112,"HTMLdez - Em três capitais, alta da cesta supera 10%, em 2011",https://www.dieese.org.br/analisecestabasica/analiseCestaBasica201112.html,200,html,2026-09-18 05:59:11
201111,HTMLnov - Cesta básica fica mais cara em 15 capitais,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica201111.html,200,html,2026-09-18 05:59:21
201110,HTMLout - Cesta básica volta a subir na maior parte das capitais,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica201110.html,200,html,2026-09-18 05:59:31
201109,HTMLset - Nove capitais têm queda no preço da cesta,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica201109.html,200,html,2026-09-18 05:59:42
201108,HTMLago - Cesta básica volta a subir na maior parte das capitais,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica201108.html,200,html,2026-09-18 05:59:52
201107,HTMLjul - Preço da cesta cai em 14 capitais,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica201107.html,200,html,2026-09-18 06:00:04
201106,"HTMLjun - Apenas cinco capitais têm queda no preço da cesta, em junho",https://www.dieese.org.br/analisecestabasica/analiseCestaBasica201106.html,200,html,2026-09-18 06:00:14
201105,"HTMLmai - Cestas Básicas variam de -1,79% até 2,79%",https://www.dieese.org.br/analisecestabasica/analiseCestaBasica201105.html,200,html,2026-09-18 06:00:25
201104,HTMLabr - Cesta Básica: preços caem em 14 capitais,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica201104.html,200,html,2026-09-18 06:00:36
201103,HTMLmar - Cesta básica fica mais cara em 14 capitais,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica201103.html,200,html,2026-09-18 06:00:46
201102,HTMLfev - Preço da cesta cai em nove capitais,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica201102.html,200,html,2026-09-18 06:00:57
201101,HTMLjan - Ainda predominam os aumentos para a cesta em janeiro,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica201101.html,200,html,2026-09-18 06:01:08
201012,HTMLdez - Custo da cesta básica tem forte alta na maioria das capitais em 2010,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica201012.html,200,html,2026-09-18 06:01:18
201011,HTMLnov - Preços dos alimentos básicos sobem nas 17 capitais pesquisadas,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica201011.html,200,html,2026-09-18 06:01:29
201010,HTMLout - Alimentos básicos ficam mais caros pelo segundo mês consecutivo,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica201010.html,200,html,2026-09-18 06:01:40
201009,HTMLset - Preços da cesta sobem em setembro,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica201009.html,200,html,2026-09-18 06:01:51
201008,HTMLago - Agosto ainda tem recuo nos preços da cesta,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica201008.html,200,html,2026-09-18 06:02:01
201007,HTMLjul - Redução do preço de alimentos básicos continua pelo terceiro mês,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica201007.html,200,html,2026-09-18 06:02:12
201006,HTMLjun - Cesta Básica: preços continuam em queda,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica201006.html,200,html,2026-09-18 06:02:22
201005,HTMLmai - Doze capitais têm queda no preço dos alimentos essenciais,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica201005.html,200,html,2026-09-18 06:02:33
201004,HTMLabr - Tendência de alta no preço da cesta persiste,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica201004.html,200,html,2026-09-18 06:02:43
201003,"HTMLmar - Alta no custo da cesta chega a 10,49%",https://www.dieese.org.br/analisecestabasica/analiseCestaBasica201003.html,200,html,2026-09-18 06:02:54
201002,HTMLfev - Cesta básica mantém tendência de alta,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica201002.html,200,html,2026-09-18 06:03:05
201001,HTMLjan - Cesta básica sobe em 10 capitais,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica201001.html,200,html,2026-09-18 06:03:15
200912,HTMLdez - Custo da cesta básica tem redução em 2009,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica200912.html,200,html,2026-09-18 06:03:26
200911,HTMLnov - Cesta básica sobe em 14 capitais,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica200911.html,200,html,2026-09-18 06:03:36
200910,HTMLout - Maioria das capitais registra alta na cesta básica,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica200910.html,200,html,2026-09-18 06:03:47
200909,HTMLset - Açúcar e tomate encarecem a Cesta Básica,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica200909.html,200,html,2026-09-18 06:03:58
200908,HTMLago - Nove capitais têm queda no preço da cesta,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica200908.html,200,html,2026-09-18 06:04:08
200907,HTMLjul - Cesta básica está mais barata que há um ano,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica200907.html,200,html,2026-09-18 06:04:19
200906,HTMLjun - Cesta básica tem alta moderada na maioria das capitais,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica200906.html,200,html,2026-09-18 06:04:29
200905,HTMLmai - Maioria das capitais tem alta no preço da cesta básica,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica200905.html,200,html,2026-09-18 06:04:40
200904,HTMLabr - Preço da cesta básica diminui em 7 capitais,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica200904.html,200,html,2026-09-18 06:04:51
200903,"HTMLmar - Cesta básica tem recuo de até 7,80%",https://www.dieese.org.br/analisecestabasica/analiseCestaBasica200903.html,200,html,2026-09-18 06:05:01
200902,"HTMLfev - Alimentos essenciais sobem apenas em três capitais, em fevereiro",https://www.dieese.org.br/analisecestabasica/analiseCestaBasica200902.html,200,html,2026-09-18 06:05:12
200901,"HTMLjan - Custo da cesta básica tem queda em 10 capitais, em janeiro",https://www.dieese.org.br/analisecestabasica/analiseCestaBasica200901.html,200,html,2026-09-18 06:05:23
200812,"HTMLdez - Em 2008, cesta básica subiu até 29,31%",https://www.dieese.org.br/analisecestabasica/analiseCestaBasica200812.html,200,html,2026-09-18 06:05:33
200811,HTMLnov - Ritmo de alta é menor em novembro,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica200811.html,200,html,2026-09-18 06:05:44
200810,HTMLout - Alimentos sobem em outubro,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica200810.html,200,html,2026-09-18 06:05:55
200809,HTMLset - Preços continuam em queda em 14 capitais,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica200809.html,200,html,2026-09-18 06:06:06
200808,HTMLago - Preços recuam em 15 capitais,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica200808.html,200,html,2026-09-18 06:06:16
200807,HTMLjul - Alimentos continuam em alta em 14 capitais,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica200807.html,200,html,2026-09-18 06:06:27
200806,HTMLjun - Custo da cesta básica aumenta em 14 capitais,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica200806.html,200,html,2026-09-18 06:06:37
200805,HTMLmai - Preços de alimentos básicos continuam em alta,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica200805.html,200,html,2026-09-18 06:06:48
200804,HTMLabr - Alimentos básicos sobem em 16 capitais,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica200804.html,200,html,2026-09-18 06:06:59
200803,HTMLmar - Alta volta a predominar para os produtos básicos,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica200803.html,200,html,2026-09-18 06:07:09
200802,HTMLfev - Custo da cesta básica recua em 11 capitais,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica200802.html,200,html,2026-09-18 06:07:20
200801,HTMLjan - Cesta básica tem alta em janeiro,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica200801.html,200,html,2026-09-18 06:07:31
200712,"HTMLdez - Em 2007, cesta básica tem forte alta",https://www.dieese.org.br/analisecestabasica/analiseCestaBasica200712.html,200,html,2026-09-18 06:07:41
200711,"HTMLnov - Novamente, cesta básica sobe em 11 capitais",https://www.dieese.org.br/analisecestabasica/analiseCestaBasica200711.html,200,html,2026-09-18 06:07:52
200710,HTMLout - Cesta básica sobe em 11 capitais,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica200710.html,200,html,2026-09-18 06:08:03
200709,HTMLset - Cesta básica sobe menos,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica200709.html,200,html,2026-09-18 06:08:13
200708,HTMLago - Cesta básica sobe em todas as capitais,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica200708.html,200,html,2026-09-18 06:08:24
200707,HTMLjul - Cesta básica sobe em nove capitais,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica200707.html,200,html,2026-09-18 06:08:35
200706,HTMLjun - Preço da cesta básica tem comportamento heterogêneo em junho,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica200706.html,200,html,2026-09-18 06:08:45
200705,HTMLmai - Custo da cesta básica cai em 16 capitais,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica200705.html,200,html,2026-09-18 06:08:56
200704,"HTMLabr - Em quatro capitais, custo da cesta continua em alta",https://www.dieese.org.br/analisecestabasica/analiseCestaBasica200704.html,200,html,2026-09-18 06:09:06
200703,HTMLmar - Cesta básica sobe em todas as capitais,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica200703.html,200,html,2026-09-18 06:09:17
200702,HTMLfev - Preço da cesta básica continua em alta,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica200702.html,200,html,2026-09-18 06:09:27
200701,HTMLjan - Ano começa com alta no preço da cesta básica,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica200701.html,200,html,2026-09-18 06:09:38
200612,"HTMLdez - Em 2006, custo da cesta sobe apenas em três capitais",https://www.dieese.org.br/analisecestabasica/analiseCestaBasica200612.html,200,html,2026-09-18 06:09:49
200611,HTMLnov - Cesta básica tem forte alta em novembro,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica200611.html,200,html,2026-09-18 06:09:59
200610,HTMLout - Preço da cesta sobe em 14 capitais,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica200610.html,200,html,2026-09-18 06:10:10
200609,HTMLset - Onze capitais registram alta na cesta básica,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica200609.html,200,html,2026-09-18 06:10:21
200608,HTMLago - Cesta básica repete comportamento de julho e tem queda em 14 capitais,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica200608.html,200,html,2026-09-18 06:10:31
200607,HTMLjul - Cesta básica tem queda em 14 capitais,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica200607.html,200,html,2026-09-18 06:10:42
200606,HTMLjun - Preços de alimentos essenciais continuam em queda,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica200606.html,200,html,2026-09-18 06:10:53
200605,HTMLmai - Alimentos básicos caem em metade das capitais,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica200605.html,200,html,2026-09-18 06:11:03
200604,HTMLabr - Preço da cesta básica só recua em Brasília,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica200604.html,200,html,2026-09-18 06:11:14
200603,HTMLmar - Cesta básica tem alta em nove capitais,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica200603.html,200,html,2026-09-18 06:11:24
200602,HTMLfev - Preços da cesta continuam em queda,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica200602.html,200,html,2026-09-18 06:11:35
200601,HTMLjan - 2006 começa com queda no preço da cesta básica,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica200601.html,200,html,2026-09-18 06:11:45
200512,"HTMLdez - Em 2005, cesta básica tem aumentos entre 0,15% e 16,16%",https://www.dieese.org.br/analisecestabasica/analiseCestaBasica200512.html,200,html,2026-09-18 06:11:56
200511,HTMLnov - Cesta Básica sobe em todas as capitais,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica200511.html,200,html,2026-09-18 06:12:07
200510,HTMLout - Cesta Básica sobe na maior parte das capitais,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica200510.html,200,html,2026-09-18 06:12:18
200509,HTMLset - Cesta Básica mantém tendência de queda na maioria das cidades,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica200509.html,200,html,2026-09-18 06:12:28
200508,HTMLago - Cesta Básica tem queda em 16 capitais no mês e em um ano,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica200508.html,200,html,2026-09-18 06:12:39
200507,HTMLjul - Apenas uma capital tem alta no custo da Cesta Básica,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica200507.html,200,html,2026-09-18 06:12:49
200506,HTMLjun - Maioria das capitais tem redução no custo da Cesta Básica,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica200506.html,200,html,2026-09-18 06:13:00
200505,HTMLmai - Alimentos essenciais sobem em todas as capitais,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica200505.html,200,html,2026-09-18 06:13:11
200504,HTMLabr - Cesta Básica sobe em 15 capitais,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica200504.html,200,html,2026-09-18 06:13:21
200503,"HTMLmar - Cesta Básica tem variações entre -5,22% e 4,31%",https://www.dieese.org.br/analisecestabasica/analiseCestaBasica200503.html,200,html,2026-09-18 06:13:32
200502,HTMLfev - Treze cidades registram alta no preço da cesta em fevereiro,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica200502.html,200,html,2026-09-18 06:13:42
200501,HTMLjan - Cesta básica: quatro cidades com queda em janeiro; dez têm retração em doze meses,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica200501.html,200,html,2026-09-18 06:13:53
